"","X1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","X3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561","nodos","degrees","closeness","betweenness"
"Anaerococcus_mediterraneensis",4.48605996304374e-06,6.85169645079617e-06,7.51153765708665e-06,0,3.01812218678401e-06,5.1949173577936e-06,0,"v_5475",78,2.92406210707915e-05,67466.970728117
"Synechococcus_sp._JA-2-3B'a(2-13)",1.56272638273062e-05,2.23097921019827e-05,2.79740023091503e-05,2.56204379879011e-05,3.13066233612172e-05,2.01303047614502e-05,1.92896502929288e-05,"v_5540",213,3.74097489805843e-05,66607.29675212
"Chania_multitudinisentens",7.19741488576248e-06,9.94331558103347e-06,8.41810254673504e-06,5.64518125157142e-06,9.61706730704058e-06,8.03588778783698e-06,5.47730810786868e-06,"v_2160",64,3.27589595754439e-05,66494.7837042037
"Cloacibacillus_porcorum",2.37613285954624e-05,3.41749249801907e-05,3.48379936164881e-05,3.82135346260219e-05,4.15375460282816e-05,3.61209097534086e-05,3.59597184473117e-05,"v_6558",115,3.613369467028e-05,66017.3909561516
"Microbulbifer_agarilyticus",1.88808897345687e-05,1.97195166144865e-05,2.03329553821139e-05,2.19293579387967e-05,2.1280319147494e-05,1.36366580642082e-05,1.59556366620522e-05,"v_2453",173,3.65483717700376e-05,65975.5968906875
"Corynebacterium_genitalium",2.43035995800062e-05,3.0498404933422e-05,3.16002618677438e-05,3.23512310186208e-05,3.29435709879475e-05,3.246823348621e-05,2.92916911855586e-05,"v_4117",117,3.63358889575233e-05,65872.8584717893
"Synechococcus_sp._KORDI-100",1.13876906754187e-05,1.50403092822355e-05,1.87788441427166e-05,1.30273413497802e-05,1.79041146673628e-05,1.33931463130616e-05,1.02401847234067e-05,"v_5543",104,3.55757942296062e-05,65842.5211017347
"Microbulbifer_variabilis",1.03031487063312e-05,9.35841466450209e-06,1.03607415959816e-05,1.58499319755659e-05,9.46360346703461e-06,8.60408187384565e-06,8.09689024641457e-06,"v_2454",52,3.35120643431635e-05,65768.0551098692
"Nitrosococcus_wardiae",1.06975276041812e-05,1.79648138648924e-05,1.82608070629175e-05,1.88896449571813e-05,2.17918652808473e-05,1.2824952227053e-05,1.19071915388449e-05,"v_2310",207,3.65523795599094e-05,65606.2636125417
"Desulfonema_magnum",1.57258585517687e-05,1.83826002338434e-05,2.1369029541712e-05,2.82259062578571e-05,2.05641545607995e-05,1.31496345619151e-05,1.14309038772912e-05,"v_3083",183,3.67633542884453e-05,65582.8319297383
"Deinococcus_proteolyticus",3.41137746640249e-05,4.662495877493e-05,4.79184298814148e-05,5.40634666015879e-05,6.32271020824583e-05,4.74036208898666e-05,4.35803210321725e-05,"v_5511",213,3.725782414307e-05,65477.343942178
"Gramella_echinicola",6.01427819221249e-06,2.59027548749611e-06,2.84920393889494e-06,2.38834591412637e-06,2.45542144009547e-06,1.54224109059498e-06,0,"v_6131",92,2.65597195293618e-05,65186.3719551598
"Corynebacterium_tuberculostearicum",2.91840384408999e-05,2.89108167314082e-05,3.36724101869402e-05,3.97333911168296e-05,4.42487405350537e-05,4.31827505366593e-05,3.23875609856583e-05,"v_4120",89,3.59595814304721e-05,64113.468257169
"Marinobacter_sp._CA1",3.74659952957499e-05,4.8713890619685e-05,4.48102074026204e-05,5.34120995340988e-05,5.87766507222852e-05,3.96112448531762e-05,3.35782801395428e-05,"v_1945",250,3.72869980237891e-05,63858.4012073819
"Flaviflexus_ciconiae",2.15922446572875e-05,2.74067858031847e-05,2.81035115791001e-05,2.93115180370055e-05,3.12554687478819e-05,2.63804397075456e-05,2.14329447699209e-05,"v_4478",234,3.7713078895761e-05,63191.516342444
"Acinetobacter_haemolyticus",3.94378897849999e-06,5.43122279636282e-06,4.66233371819171e-06,0,3.42735909346659e-06,3.246823348621e-06,0,"v_2727",106,2.74778116670788e-05,63164.8694937606
"Calditerrivibrio_nitroreducens",2.02119185148125e-06,4.51209278467065e-06,7.25251911718711e-06,2.82259062578571e-06,3.99005984015513e-06,2.84097043004338e-06,0,"v_6621",100,2.87009930543597e-05,63107.9675982724
"Staphylococcus_pettenkoferi",1.52821822916875e-06,1.25335910685296e-06,2.07214831919632e-06,0,2.09733914674821e-06,3.246823348621e-06,0,"v_4986",86,2.40958049203634e-05,63021.9489096939
"Neisseria_subflava",2.41557074933124e-06,3.67652004676868e-06,2.33116685909586e-06,0,2.81350373344272e-06,2.19160576031918e-06,0,"v_1456",83,2.5706940874036e-05,63002.4525685128
"Desulfoluna_sp._ASN36",2.81487938340437e-05,3.86870177648613e-05,4.06659107642277e-05,4.66813065033791e-05,4.7778408855191e-05,3.75008096765726e-05,3.42927116318735e-05,"v_3082",254,3.7545993842457e-05,62991.7650357581
"Spirosoma_sp._KCTC_72228",2.28246787130687e-05,1.3118491985061e-05,1.35984733447258e-05,1.82382778896923e-05,1.27886533338306e-05,1.07145170504493e-05,1.07164723849605e-05,"v_5907",48,3.25531430059572e-05,62940.0500479878
"Marinobacter_similis",2.10992710349749e-05,2.77410148983455e-05,2.78444930392005e-05,2.99628851044945e-05,3.15623964278938e-05,2.12666929334676e-05,1.42886298466139e-05,"v_1958",230,3.75445841937301e-05,62503.3302702172
"Fusobacterium_nucleatum",3.20432854503124e-06,4.01074914192947e-06,0,0,2.91581296011337e-06,6.25013494609543e-06,0,"v_6608",66,2.57559367434194e-05,61894.575956113
"Herbaspirillum_seropedicae",0.000163322161072131,0.000221008989175072,0.000160461985467765,0.000209957318087291,0.000186663184060591,0.000156983908905825,0.000169796551343929,"v_951",90,2.99850074962519e-05,61847.4212340772
"Mycobacterium_stomatepiae",9.03127676076498e-05,9.44197193829229e-05,0.000106586129168661,0.000108778300270665,0.000119497176751313,0.000138233504067539,0.000101449271910959,"v_3940",181,3.27235838869073e-05,61832.3902667406
"Chroococcidiopsis_sp._CCMEE_29",1.13383933131875e-05,2.07222038999689e-05,2.66789096096526e-05,2.27978473621154e-05,2.41961321076074e-05,1.71269931639758e-05,1.33360545235063e-05,"v_5696",190,3.70315508813509e-05,61719.0568373615
"Candida_orthopsilosis",1.774705040325e-06,1.33691638064316e-06,1.42460196944747e-06,0,1.63694762673031e-06,3.8961880183452e-06,0,"v_6748",95,2.38805970149254e-05,61696.211179572
"Capnocytophaga_sputigena",5.57060193213124e-06,5.68189461773341e-06,6.34595422753872e-06,5.21093653991208e-06,5.21777056020287e-06,3.08448218118995e-06,0,"v_6119",64,2.9820480706149e-05,61574.4656959046
"Sulfitobacter_sp._SK025",2.51416547379374e-05,2.4148052125367e-05,2.20165758914609e-05,3.10484968836428e-05,2.23545660275358e-05,1.72893343314068e-05,1.54793490004984e-05,"v_670",55,3.45208505937586e-05,61463.3227469635
"Rhodococcus_sp._WMMA185",5.90582399530374e-05,6.04119089503126e-05,6.83808945334785e-05,6.92620315096648e-05,7.22814686428103e-05,6.94008490767739e-05,6.3584402817432e-05,"v_4020",175,3.52783461511324e-05,61259.0047123428
"Prevotella_sp._oral_taxon_475",4.14097842742499e-06,4.92987915362164e-06,6.47546349748849e-06,4.77669182825274e-06,5.57585285355012e-06,3.65267626719863e-06,3.57215746165349e-06,"v_6394",80,3.05922662750857e-05,61133.8679302698
"Corynebacterium_yudongzhengii",4.24450288811061e-05,5.08028224644399e-05,5.33578192193052e-05,5.58004454482252e-05,6.77798626693019e-05,6.12026201215059e-05,5.9059670032671e-05,"v_4097",134,3.44186686858952e-05,60903.9957548849
"Dehalogenimonas_formicexedens",2.45993837533937e-05,4.31155532757418e-05,5.16741987099582e-05,3.92991464051703e-05,4.7778408855191e-05,4.26957270343662e-05,3.14349856625507e-05,"v_5717",116,3.64604222116892e-05,60635.7730016618
"Streptomyces_sp._WA1-19",0.000153906364885962,0.000117314412401437,0.000122515769372482,0.000141998020712604,0.000149115697872464,0.000131739857370297,0.000102401847234067,"v_3677",77,3.12002745624162e-05,60601.8914662223
"Paenibacillus_donghaensis",1.75991583165562e-05,2.38138230302062e-05,2.4218233480607e-05,2.41005814970934e-05,2.777695504108e-05,3.27117452373566e-05,2.64339652162358e-05,"v_4852",80,3.36598337204214e-05,60456.5528301056
"Endozoicomonas_montiporae",7.04952279906873e-06,1.05282164975648e-05,7.77055619698619e-06,8.03352716569779e-06,7.31510970695108e-06,6.73715844838858e-06,4.76287661553798e-06,"v_2426",121,3.27815112276676e-05,60259.1701271806
"Lysobacter_sp._HDW10",4.83607123488561e-05,4.29484387281614e-05,3.98888551445291e-05,4.3424471165934e-05,3.46316732280131e-05,2.31336163589246e-05,3.78648690935269e-05,"v_1493",44,3.19866935354892e-05,60257.1612236044
"Aeromicrobium_sp._A1-2",0.000165343352923612,0.000136365470825602,0.000149842225331884,0.000159584931534808,0.000205539236381325,0.000168185449458568,0.000159080078958969,"v_4255",90,3.021787084882e-05,60156.0998452453
"Pseudomonas_sediminis",8.17843239416436e-05,7.31126145664226e-05,0.000115651778065144,3.16998639511318e-05,4.7778408855191e-05,4.76471326410132e-05,2.81009720316741e-05,"v_1847",31,3.16796553253501e-05,60144.9418418186
"Bifidobacterium_choerinum",6.79317651546623e-05,0.000100937186738558,0.000103477906689866,0.000110081034405643,0.000113154004697733,0.000107875705757933,9.31142378337675e-05,"v_4508",207,3.43276921492568e-05,60028.6794971236
"Vibrio_metoecus",5.71849401882499e-06,6.0996809866844e-06,5.95742641768941e-06,4.55956947242307e-06,3.73428677347852e-06,2.43511751146575e-06,0,"v_2805",62,2.94811320754717e-05,59972.0741615528
"[Phormidium]_sp._ETS-05",7.98617268146248e-06,1.42882938181237e-05,1.30804362649268e-05,1.23759742822912e-05,1.47325286405728e-05,1.85068930871397e-05,1.04783285541836e-05,"v_5679",60,3.37302256552096e-05,59961.3116159473
"Marinobacter_nauticus",2.99234988743687e-05,3.90212468600221e-05,4.0536401494278e-05,3.9516268761e-05,4.7471481175179e-05,3.27117452373566e-05,3.26257048164352e-05,"v_1957",232,3.74573922163539e-05,59951.2901286356
"Hymenobacter_oligotrophus",5.28960696741311e-05,4.72098596914614e-05,4.84364669612139e-05,6.36168502580933e-05,5.08988402686456e-05,4.10723153600557e-05,5.12009236170333e-05,"v_5871",25,3.23865660524015e-05,59933.377524651
"Paenarthrobacter_sp._YJN-5",4.15083789987124e-05,3.80185595745397e-05,4.75299020715655e-05,5.53662007365659e-05,5.92370422423031e-05,6.0147402533204e-05,4.45328963552801e-05,"v_3457",80,3.51172917544599e-05,59551.6071200956
"Sulfurovum_sp._NBC37-1",2.85924700941249e-06,6.93525372458637e-06,5.43938933789033e-06,4.77669182825274e-06,5.32007978687351e-06,3.73384685091415e-06,0,"v_3156",83,2.99634445975909e-05,59310.0386436408
"Actinomyces_wuliandei",2.83952806451999e-05,3.78514450269593e-05,4.26085498134743e-05,4.71155512150384e-05,5.29961794153938e-05,3.8961880183452e-05,4.04844512320728e-05,"v_4464",162,3.71029979222321e-05,59268.050197919
"[Clostridium]_scindens",8.67633575269998e-06,1.270070561611e-05,1.34689640747761e-05,1.25930966381209e-05,1.27374987204952e-05,1.23379287247598e-05,1.04783285541836e-05,"v_5291",132,3.50741818947073e-05,59090.1548425377
"Actinomyces_sp._Chiba101",5.15157435316561e-05,6.27515126164381e-05,6.0221810526643e-05,7.23017444912801e-05,7.56065185096062e-05,6.55858316421442e-05,6.52514096328703e-05,"v_4444",155,3.52771016333298e-05,59033.8308302996
"Herbaspirillum_frisingense",0.000173526715054,0.000217750255497254,0.000162145605977112,0.000198666955584148,0.000174590695313455,0.000143266080257902,0.000149078038066339,"v_950",92,3.021787084882e-05,58890.6284927233
"Aminomonas_paucivorans",2.85924700941249e-05,4.10266214309868e-05,4.26085498134743e-05,4.38587158775934e-05,5.27404063487172e-05,4.27768976180817e-05,3.69122937704193e-05,"v_6557",182,3.71843974268397e-05,58774.3483002858
"Corynebacterium_anserum",4.09168106519374e-06,5.51478007015302e-06,6.21644495758895e-06,4.77669182825274e-06,5.57585285355012e-06,5.35725852522465e-06,0,"v_4163",84,3.03886711034126e-05,58729.4563174734
"Halomonas_sp._R57-5",2.34162470598437e-05,1.94688447931159e-05,1.6318168013671e-05,2.19293579387967e-05,2.32241944542363e-05,1.44483639013635e-05,1.00020408926298e-05,"v_2341",49,3.41892030496769e-05,58615.1126795111
"Microbulbifer_sp._SH-1",4.19027578965624e-05,4.92987915362164e-05,4.76594113415153e-05,6.42682173255824e-05,5.60143016021778e-05,4.02606095229004e-05,2.8339115862451e-05,"v_2442",224,3.68242745617911e-05,58577.408764968
"Rathayibacter_rathayi",5.89596452285749e-05,6.34199708067597e-05,6.34595422753872e-05,5.97086478531593e-05,7.01329748827268e-05,7.03748960813602e-05,6.45369781405396e-05,"v_3304",97,3.2946758039009e-05,58358.8212947318
"Halomicronema_hongdechloris",1.65639137097e-05,2.34795939350454e-05,2.6419891069753e-05,2.34492144296044e-05,2.45030597876193e-05,2.24030811054849e-05,1.19071915388449e-05,"v_5659",173,3.69439929067534e-05,58250.186293668
"Burkholderia_savannae",3.12545276546124e-05,4.06088350620358e-05,4.41626610528715e-05,4.71155512150384e-05,4.97734387752685e-05,3.78254920114347e-05,3.64360061088655e-05,"v_1094",253,3.75375375375375e-05,57913.1877731159
"Dyadobacter_sp._LJ419",5.37834221942936e-05,1.67114547580394e-05,1.73542421732692e-05,1.73697884663736e-05,1.19190249071301e-05,9.33461712728538e-06,1.09546162157374e-05,"v_5893",43,3.22061191626409e-05,57835.0864157827
"Pseudomonas_simiae",2.12964604839e-05,3.03312903858416e-05,3.31543731071411e-05,2.75745391903681e-05,3.11531595212112e-05,2.1185522349752e-05,1.92896502929288e-05,"v_1897",177,3.7000037000037e-05,57626.0086110443
"Eubacterium_sp._MSJ-33",1.92259712701875e-06,3.0080618564471e-06,4.53282444824194e-06,0,3.01812218678401e-06,3.32799393233653e-06,0,"v_5375",122,2.65090263234631e-05,57509.75894949
"Bradyrhizobium_sp._C-145",0.000182745321791243,0.000171626640365065,0.000185198256028171,0.00022407027121622,0.000189834770087381,0.00024740793916492,0.000202898543821918,"v_25",85,2.87794629752209e-05,57399.6385449527
"Microbulbifer_sp._YPW16",4.44169233703561e-05,5.16383952023419e-05,5.59480046183006e-05,6.96962762213241e-05,6.72171619226134e-05,4.2208703532073e-05,3.97700197397421e-05,"v_2441",226,3.68337691996022e-05,57385.6876652686
"Sulfuriferula_nivalis",6.75373862568123e-06,1.43718510919139e-05,7.12300984723734e-06,6.29654831906043e-06,6.95702741360382e-06,5.1949173577936e-06,5.71545193864558e-06,"v_1383",57,3.24002073613271e-05,57311.8330904593
"Cyanobium_sp._NIES-981",4.87550912467061e-05,6.6093803568046e-05,7.49858673009167e-05,7.05647656446428e-05,8.9060181816796e-05,7.07807489999378e-05,5.97741015250016e-05,"v_5585",143,3.52447749621119e-05,57223.0287839863
"Teredinibacter_turnerae",1.36553693380562e-05,1.59594392939277e-05,1.68362050934701e-05,1.56328096197362e-05,1.66252493339797e-05,1.03086641318717e-05,1.02401847234067e-05,"v_2434",131,3.56315695706396e-05,57208.6574094658
"Marinobacter_salsuginis",1.95710528058062e-05,2.55685257798003e-05,2.61608725298535e-05,3.01800074603241e-05,2.86977380811158e-05,2.24842516892004e-05,1.8813362631375e-05,"v_1959",222,3.74041518608566e-05,57035.5162271919
"Arcticibacterium_luteifluviistationis",5.81708874328749e-06,3.0916191302373e-06,2.84920393889494e-06,0,2.3019576000895e-06,1.78575284174155e-06,2.38143830776899e-06,"v_5903",63,2.51471105969924e-05,56750.4000154031
"Moorella_glycerini",1.44934244959875e-05,2.13071048165003e-05,2.48657798303558e-05,2.47519485645824e-05,2.7623491201074e-05,2.31336163589246e-05,2.16710886006978e-05,"v_5401",119,3.67958199948486e-05,56696.7752379543
"Ruthenibacterium_lactatiformans",2.53881415490937e-05,3.95225905027633e-05,4.09249293041273e-05,4.29902264542747e-05,4.52206781884248e-05,4.14781682786333e-05,2.66721090470127e-05,"v_5195",178,3.71512427090686e-05,56561.9716929165
"Gluconobacter_albidus",2.40571127688499e-05,2.66547703390729e-05,2.78444930392005e-05,3.19169863069615e-05,3.01812218678401e-05,2.50005397843817e-05,2.71483967085665e-05,"v_782",161,3.71346875116046e-05,56539.3629689616
"Pseudomonas_luteola",1.47399113071437e-05,2.3312479387465e-05,2.9269095008648e-05,1.75869108222033e-05,1.73414139206742e-05,1.07956876341648e-05,1.30979106927294e-05,"v_1798",146,3.5412018839194e-05,56232.0130783372
"Trueperella_pecoris",4.26915156922624e-05,5.45628997849988e-05,5.59480046183006e-05,5.73203019390329e-05,6.62963788825776e-05,5.32479029173844e-05,5.33442180940254e-05,"v_4479",261,3.68663594470046e-05,56191.6712214778
"Paecilomyces_niveus",1.58244532762312e-05,7.85438373627854e-06,9.84270451618251e-06,9.77050601233515e-06,1.15097880004475e-05,2.69486337935543e-05,5.71545193864558e-06,"v_6715",27,3.06428877857449e-05,56181.1212654277
"Aeromonas_sp._FDAARGOS_1416",3.30292326949374e-06,6.76813917700597e-06,0,0,6.03624437356802e-06,5.76311144380228e-06,0,"v_2511",33,2.71702214373047e-05,56117.7919269677
"Corynebacterium_sp._NML98-0116",1.96203501680375e-05,2.74903430769749e-05,3.04346784381959e-05,3.32197204419395e-05,3.63197754680788e-05,2.61369279563991e-05,2.52432460623513e-05,"v_4084",238,3.75403558825738e-05,56114.5974686648
"Bacillus_luti",3.25362590726249e-06,7.01881099837657e-06,6.99350057728757e-06,0,5.67816208022077e-06,1.37989992316393e-05,5.00102044631488e-06,"v_4634",56,3.0269092229924e-05,56109.0916252925
"Sutterella_faecalis",3.89449161626874e-05,5.55655870704811e-05,5.97037734468439e-05,7.40387233379175e-05,6.03112891223449e-05,5.0406932487341e-05,5.35823619248023e-05,"v_1323",248,3.66126020576282e-05,56048.7373157266
"Thermosulfurimonas_marina",9.21860673724373e-06,1.74634702221512e-05,2.07214831919632e-05,1.75869108222033e-05,1.90806707740752e-05,1.52600697385187e-05,1.35741983542832e-05,"v_6600",172,3.63676037385897e-05,55890.1019910109
"Pseudomonas_lactis",7.49319905914998e-06,1.21158046995786e-05,1.08787786757807e-05,9.11913894484614e-06,1.21747979738067e-05,6.08779377866438e-06,5.71545193864558e-06,"v_1922",100,3.37359152553809e-05,55706.344622062
"Aeromonas_sp._FDAARGOS_1414",4.92973622312499e-06,6.18323826047459e-06,8.28859327678527e-06,0,7.62203738696301e-06,3.97735860206073e-06,0,"v_2504",62,2.9940119760479e-05,55654.4600573983
"Halomonas_huangheensis",2.67684676915687e-05,3.10833058499534e-05,3.58740677760862e-05,3.56080663560659e-05,3.79055684814738e-05,2.78415102144251e-05,2.04803694468133e-05,"v_2363",217,3.7656273535171e-05,55510.9444387167
"Pantoea_cypripedii",1.27187194556625e-05,1.38705074491727e-05,1.28214177250272e-05,1.49814425522472e-05,1.45790648005668e-05,1.03898347155872e-05,1.23834792003987e-05,"v_2175",157,3.53882086488782e-05,55478.7377029046
"Candidatus_Methylospira_mobilis",3.40644773017937e-05,4.79618751555732e-05,3.96298366046296e-05,5.25436101107802e-05,4.921073802858e-05,3.06824806444685e-05,3.072055417022e-05,"v_2483",227,3.70919881305638e-05,55247.1387974252
"Olsenella_sp._oral_taxon_807",2.0704892137125e-05,3.50940549918828e-05,3.32838823770908e-05,3.10484968836428e-05,3.72405585081146e-05,2.86532160515803e-05,2.47669584007975e-05,"v_4585",150,3.70878611430479e-05,55245.1468233136
"Synechococcus_sp._KORDI-49",1.1239798588725e-05,1.57087674725571e-05,2.02034461121641e-05,1.47643201964176e-05,1.88248977073986e-05,1.37178286479237e-05,1.35741983542832e-05,"v_5550",144,3.60321406694772e-05,55117.9938177495
"Actinomyces_respiraculi",5.95512135753499e-05,6.26679553426479e-05,7.11005892024236e-05,7.96839045894889e-05,9.46360346703461e-05,7.75990780320419e-05,7.66823135101615e-05,"v_4454",182,3.49149820187843e-05,55076.598990171
"Halomonas_subglaciescola",3.17967986391562e-05,4.28648814543712e-05,4.04068922243282e-05,5.38463442457582e-05,4.77272542418556e-05,3.27929158210721e-05,3.59597184473117e-05,"v_2362",245,3.70438970179663e-05,55026.3296517926
"Gordonia_sp._PDNC005",7.84814006721498e-05,7.76247073510932e-05,8.34039698476518e-05,9.14085118042911e-05,0.000101439598243944,9.95963062189492e-05,9.02565118644447e-05,"v_4176",189,3.37290879654614e-05,54975.2630028067
"Enterococcus_raffinosus",2.85924700941249e-06,1.75470274959414e-06,2.5901853989954e-06,0,3.17158602678998e-06,5.11374677407808e-06,0,"v_5149",77,2.57128898716927e-05,54614.8593711115
"Calothrix_sp._NIES-2100",1.24722326445062e-05,1.16144610568374e-05,1.51525845841231e-05,1.86725226013516e-05,1.59602393606205e-05,1.96432812591571e-05,1.09546162157374e-05,"v_5624",60,3.43902606781759e-05,54586.7010047734
"Haliscomenobacter_hydrossis",2.39585180443874e-05,1.98030738882767e-05,2.20165758914609e-05,2.47519485645824e-05,2.05641545607995e-05,1.59094344082429e-05,1.95277941237057e-05,"v_6460",60,3.4451870736581e-05,54378.5418408228
"Phaeobacter_inhibens",7.82349138609936e-05,7.202637000715e-05,7.45973394910674e-05,8.53290858410604e-05,8.40470297099344e-05,6.14461318726524e-05,6.42988343097627e-05,"v_690",107,3.46380325597506e-05,54368.7709638688
