"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Thermanaerovibrio_velox","71","106","143","12","167","170","28","236"
"Aminobacterium_colombiense","41","43","82","0","62","86","0","107"
"Acetomicrobium_mobile","36","47","73","0","70","72","13","103"
"Thermovirga_lienii","46","76","94","0","125","73","0","121"
"Candidatus_Nanosynbacter_featherlites","101","44","77","0","78","67","41","79"
"Candidatus_Nanosynbacter_lyticus","165","79","128","0","119","83","0","71"
"Nanosynbacter_sp._HMT-352","133","62","112","0","94","127","0","100"
"Candidatus_Nanosynbacter_sp._HMT352","71","0","0","0","0","0","0","0"
"Candidatus_Saccharimonas_aalborgensis","218","55","102","0","124","112","36","93"
"Candidatus_Bipolaricaulis_anaerobius","269","395","559","52","632","671","95","919"
"Candidatus_Babela_massiliensis","54","136","43","0","59","74","17","163"
"Candidatus_Chazhemtobacterium_aquaticus","41","26","20","0","41","30","10","52"
"Candidatus_Absconditicoccus_praedator","24","29","33","0","33","43","0","89"
"Thermotoga_caldifontis","139","147","176","0","294","118","40","175"
"Pseudothermotoga_hypogea","49","70","69","0","67","72","0","112"
"Mesotoga_prima","33","20","26","0","35","23","0","47"
"Mesotoga_infera","32","56","70","0","73","47","0","74"
"Kosmotoga_olearia","15","29","28","0","35","17","0","73"
"Defluviitoga_tunisiensis","22","39","29","0","41","29","0","56"
"Athalassotoga_saccharophila","35","41","39","0","42","53","14","64"
"Thermocrinis_minervae","33","38","80","0","80","56","14","129"
"Thermocrinis_albus","14","15","25","0","24","29","0","30"
"Hydrogenobacter_sp._T-8","26","38","52","0","37","42","0","60"
"Hydrogenobacter_thermophilus","18","21","34","0","18","40","0","29"
"Aquifex_aeolicus","23","23","46","0","32","33","0","53"
"Persephonella_marina","42","62","59","0","69","72","0","130"
"Sulfurihydrogenibium_azorense","37","56","88","0","97","98","0","121"
"Thermosulfidibacter_takaii","53","60","87","0","102","90","0","108"
"Thermovibrio_ammonificans","37","67","104","0","139","125","15","158"
"Desulfurobacterium_thermolithotrophum","13","26","32","0","18","39","13","57"
"Fusobacterium_nucleatum","60","103","63","0","41","86","0","64"
"Fusobacterium_pseudoperiodonticum","40","0","0","0","32","0","0","35"
"Fusobacterium_necrophorum","14","0","0","0","0","21","0","0"
"Ilyobacter_polytropus","10","12","0","0","0","0","0","25"
"Leptotrichia_trevisanii","40","36","0","0","0","0","0","0"
"Sebaldella_termitidis","14","11","22","0","17","16","0","28"
"Thermosulfurimonas_marina","113","144","182","22","241","225","30","294"
"Thermodesulfatator_indicus","49","61","64","0","80","62","14","108"
"Thermosulfuriphilus_ammonigenes","40","61","92","0","122","103","15","138"
"Geovibrio_thiophilus","73","81","106","0","125","115","25","131"
"Flexistipes_sinusarabici","44","41","45","0","69","71","0","94"
"Denitrovibrio_acetiphilus","30","34","29","0","37","49","0","43"
"Calditerrivibrio_nitroreducens","22","35","39","0","51","39","0","70"
"Mucispirillum_schaedleri","20","33","25","0","62","40","0","73"
"Deferribacter_desulfuricans","15","43","23","0","47","37","0","63"
"Desulfurispirillum_indicum","269","295","349","30","466","429","59","579"
"Caldithrix_abyssi","197","232","315","23","380","370","48","442"
"Endomicrobium_proavitum","38","37","41","0","56","67","0","73"
"Candidatus_Endomicrobium_trichonymphae","27","37","27","0","53","28","0","51"
"Elusimicrobium_minutum","64","90","82","0","112","84","18","171"
"Caldisericum_exile","68","71","85","0","90","108","16","123"
"Coprothermobacter_proteolyticus","39","64","91","0","121","110","18","168"
"Atribacter_laminatus","24","52","65","0","65","77","11","67"
"Fusarium_equiseti","12027","4416","140","20","179","247","2525","11015"
"Fusarium_scirpi","4062","1915","154","25","189","314","1049","4458"
"Fusarium_acuminatum","5803","10531","2141","329","6162","5269","3170","18207"
"Fusarium_avenaceum","140","150","103","10","106","127","30","220"
"Fusarium_oxysporum","6864","2825","567","79","580","487","2192","7334"
"Fusarium_longipes","819","498","153","0","95","107","110","221"
"Fusarium_poae","591","487","134","21","158","198","100","378"
"Fusarium_sporotrichioides","482","268","102","0","91","102","68","226"
"Fusarium_pseudograminearum","342","320","107","0","171","138","86","343"
"Fusarium_sambucinum","246","181","95","0","100","113","45","195"
"Fusarium_venenatum","424","648","173","0","156","139","101","332"
"Fusarium_culmorum","216","187","77","0","57","73","42","208"
"Fusarium_graminearum","579","699","204","0","225","417","110","339"
"Fusarium_nygamai","555","226","482","0","731","282","110","425"
"Fusarium_fujikuroi","195","137","92","0","153","124","74","266"
"Fusarium_thapsinum","150","117","132","0","95","91","36","176"
"Fusarium_pseudonygamai","137","135","67","0","107","87","41","208"
"Fusarium_verticillioides","165","103","129","88","427","771","32","119"
"Fusarium_nelsonii","406","272","109","0","134","108","60","268"
"Fusarium_chlamydosporum","196","151","155","0","297","176","42","195"
"Fusarium_decemcellulare","585","435","335","21","380","340","209","983"
"Fusarium_dimerum","382","306","180","16","190","187","428","2371"
"Fusarium_lateritium","307","258","161","0","197","230","71","469"
"Fusarium_heterosporum","144","145","109","0","129","136","32","259"
"Fusarium_graminum","138","136","88","0","126","121","37","246"
"Fusarium_musae","132","121","55","0","97","142","32","199"
"Pochonia_chlamydosporia","7622","215","119","11","213","200","60","419"
"Metarhizium_robertsii","1566","67","73","0","104","92","32","336"
"Metarhizium_guizhouense","981","795","285","61","600","646","257","1157"
"Metarhizium_album","621","608","378","26","447","505","124","753"
"Metarhizium_rileyi","422","401","317","15","368","345","102","553"
"Metarhizium_humberi","489","145","97","0","174","114","25","316"
"Metarhizium_anisopliae","572","287","172","0","281","317","79","415"
"Metarhizium_acridum","297","257","239","28","336","296","88","478"
"Metarhizium_majus","226","145","85","0","122","145","25","200"
"Metarhizium_brunneum","274","136","162","0","169","161","34","285"
"Ustilaginoidea_virens","729","767","547","49","706","801","199","1065"
"Trichoderma_afroharzianum","1811","735","331","121","2709","1700","85","326"
"Trichoderma_reesei","354","340","299","15","346","337","91","520"
"Trichoderma_citrinoviride","313","296","287","25","290","306","93","458"
"Trichoderma_hamatum","234","187","126","16","142","145","32","269"
"Trichoderma_pleuroti","238","379","177","17","248","236","68","432"
"Trichoderma_harzianum","224","298","90","0","173","185","51","218"
"Trichoderma_atroviride","212","233","165","17","219","236","48","346"
"Trichoderma_erinaceum","184","185","152","0","142","364","31","224"
"Trichoderma_gamsii","168","378","104","13","116","119","28","190"
"Trichoderma_asperellum","159","169","111","0","249","186","46","245"
"Trichoderma_koningiopsis","143","150","86","0","135","129","27","187"
"Trichoderma_longibrachiatum","454","572","388","0","227","314","256","701"
"Trichoderma_virens","338","358","332","0","323","287","0","627"
"Trichoderma_viride","180","0","0","0","202","119","0","0"
"Trichoderma_koningii","116","164","0","0","129","172","0","229"
"Purpureocillium_lilacinum","2357","840","851","70","1038","971","247","1408"
"Drechmeria_coniospora","776","814","609","49","804","744","172","1231"
"Beauveria_felina","639","608","463","42","568","553","139","960"
"Beauveria_brongniartii","314","282","212","13","269","256","57","411"
"Beauveria_pseudobassiana","234","236","240","11","241","263","67","411"
"Beauveria_bassiana","305","173","154","0","233","235","51","357"
"Beauveria_rudraprayagi","273","308","279","27","361","347","68","486"
"Cordyceps_fumosorosea","752","718","659","36","828","802","156","1123"
"Clonostachys_rosea","567","719","361","31","585","437","111","601"
"Colletotrichum_higginsianum","1133","1216","935","78","1216","1189","229","1862"
"Thermothelomyces_thermophilus","7061","1861","2091","124","1681","1620","832","3126"
"Thermothielavioides_terrestris","6555","1779","1827","111","2050","1800","679","2979"
"Neurospora_crassa","2172","1763","1184","59","1300","746","479","1250"
"Pyricularia_pennisetigena","437","345","314","22","418","412","103","559"
"Pyricularia_oryzae","396","382","359","19","425","423","95","610"
"Pyricularia_grisea","249","358","223","20","287","266","52","442"
"Neopestalotiopsis_rosae","393","351","238","0","304","294","84","447"
"Neopestalotiopsis_clavispora","362","364","226","0","303","265","82","451"
"Botrytis_cinerea","245","289","162","14","193","232","55","380"
"Aspergillus_puulaauensis","406","1043","262","0","195","174","3562","13727"
"Aspergillus_luchuensis","200","262","2785","85","1035","845","154","686"
"Aspergillus_chevalieri","197","2067","672","40","498","608","621","2570"
"Aspergillus_oryzae","126","208","484","0","120","247","82","352"
"Aspergillus_flavus","34","30","409","0","174","271","0","48"
"Aspergillus_fumigatus","138","229","241","18","207","195","47","362"
"Penicillium_chrysogenum","492","2289","117","0","136","159","453","7682"
"Penicillium_citrinum","144","118","127","51","186","446","41","218"
"Penicillium_aurantiogriseum","147","175","129","0","165","121","53","428"
"Penicillium_expansum","130","163","106","0","125","118","31","305"
"Penicillium_italicum","90","124","71","0","116","91","29","226"
"Penicillium_digitatum","67","83","80","0","67","68","19","172"
"Paecilomyces_niveus","185","252","118","0","125","110","63","237"
"Paecilomyces_variotii","114","165","115","0","155","134","35","212"
"Talaromyces_rugulosus","165","296","334","79","252","312","54","276"
"Ampelomyces_quisqualis","559","613","429","33","429","321","136","651"
"Paraphaeosphaeria_minitans","565","564","595","30","671","552","113","970"
"Zymoseptoria_tritici","207","229","167","0","238","225","55","283"
"Cercospora_beticola","190","1245","141","15","192","155","43","221"
"Eremothecium_gossypii","168","193","187","0","262","237","45","360"
"Saccharomyces_eubayanus","37","31","14","0","37","36","0","58"
"Saccharomyces_paradoxus","15","14","0","0","16","0","0","20"
"Saccharomyces_cerevisiae","15","26","19","0","19","0","0","45"
"Naumovozyma_dairenensis","34","46","25","0","33","18","17","37"
"Naumovozyma_castellii","29","52","11","0","27","32","12","66"
"Tetrapisispora_blattae","35","46","19","0","48","28","10","52"
"Tetrapisispora_phaffii","22","24","15","0","24","21","0","42"
"Kluyveromyces_marxianus","31","60","22","0","52","47","0","51"
"Kluyveromyces_lactis","17","18","0","0","0","19","0","28"
"Kazachstania_naganishii","38","43","38","0","45","47","0","63"
"Lachancea_thermotolerans","39","65","54","0","65","62","12","107"
"Zygotorulaspora_mrakii","40","45","11","0","15","41","0","39"
"Torulaspora_globosa","21","34","20","0","39","46","0","43"
"[Candida]_glabrata","24","40","29","0","55","36","0","65"
"Zygosaccharomyces_rouxii","18","36","13","0","21","18","0","42"
"Brettanomyces_nanus","66","36","18","0","37","45","0","62"
"Brettanomyces_bruxellensis","29","27","26","0","23","19","0","62"
"Pichia_kudriavzevii","49","73","40","0","33","27","16","49"
"Ogataea_parapolymorpha","31","47","49","0","65","42","11","84"
"Candida_dubliniensis","43","103","24","0","64","66","27","134"
"Candida_albicans","36","41","20","0","30","28","11","59"
"Candida_orthopsilosis","31","54","25","0","19","33","17","47"
"Scheffersomyces_stipitis","21","21","15","0","20","20","0","36"
"Sugiyamaella_lignohabitans","111","95","54","0","69","58","11","101"
"Yarrowia_lipolytica","90","88","95","0","104","115","24","156"
"Saccharomycodes_ludwigii","20","33","12","0","31","25","0","38"
"Schizosaccharomyces_pombe","36","62","34","0","31","65","13","85"
"Pseudozyma_flocculosa","875","965","1076","73","1321","1266","194","1825"
"Ustilago_maydis","290","332","314","35","628","407","85","529"
"Sporisorium_graminicola","304","309","274","26","349","333","73","535"
"Malassezia_restricta","111","153","105","0","160","150","26","253"
"Phlebiopsis_gigantea","273","299","293","26","442","708","52","533"
"Rhizoctonia_solani","104","102","92","0","114","313","17","136"
"Marasmius_oreades","118","137","83","15","123","1128","23","148"
"Cryptococcus_neoformans","66","58","63","0","81","108","27","143"
"Cryptococcus_gattii_VGI","48","63","44","0","56","106","0","93"
"Phytophthora_cinnamomi","631","728","764","66","1020","944","150","1329"
"Phytophthora_fragariae","486","493","572","32","781","671","102","980"
"Phytophthora_cryptogea","402","329","599","31","639","388","69","592"
"Phytophthora_infestans","695","1901","675","57","856","860","222","1350"
"Phytophthora_cactorum","189","228","257","20","294","310","47","362"
"Phytophthora_boehmeriae","160","226","174","0","236","219","35","311"
"Phytophthora_parasitica","142","147","165","0","191","178","50","239"
"Pythium_aphanidermatum","272","321","337","25","343","355","61","536"
"Acetobacter_oryzifermentans","0","109","0","0","0","0","0","168"
"Anaplasma_marginale","0","29","0","0","73","59","0","55"
"Candidatus_Neoehrlichia_mikurensis","0","17","0","0","0","15","0","24"
"Candidatus_Midichloria_mitochondrii","0","29","21","0","33","20","0","56"
"Candidatus_Gromoviella_agglomerans","0","18","16","0","31","25","0","24"
"Candidatus_Pelagibacter_sp._RS40","0","36","24","0","25","21","0","27"
"Delftia_sp._WY8","0","3516","0","0","0","0","0","865"
"blood_disease_bacterium_A2-HR_MARDI","0","419","0","0","0","559","0","0"
"Polynucleobacter_sp._AP-Titi-500A-B4","0","37","23","0","32","33","0","42"
"Polynucleobacter_sp._JS-JIR-5-A7","0","43","0","0","54","49","0","38"
"Polynucleobacter_sp._UB-Siik-W21","0","40","0","0","44","29","0","30"
"Candidatus_Kinetoplastibacterium_blastocrithidii","0","16","0","0","0","0","0","17"
"Pseudomonas_sp._St386","0","842","71","0","156","124","0","0"
"Pseudomonas_sp._KUIN-1","0","221","0","0","0","76","0","0"
"Pseudomonas_sp._JS425","0","538","0","0","0","0","0","452"
"Pseudomonas_sp._bs2935","0","297","0","0","0","0","0","545"
"Enterobacter_sp._ODB01","0","705","0","0","0","0","0","0"
"Citrobacter_sp._RHBSTW-01013","0","173","0","0","0","0","0","0"
"Leclercia_sp._119287","0","116","95","0","69","140","49","104"
"Kluyvera_genomosp._3","0","63","47","0","57","82","0","71"
"Blochmannia_endosymbiont_of_Camponotus_sp.","0","31","18","0","19","0","0","43"
"Phytobacter_diazotrophicus","0","108","0","0","115","158","0","95"
"Shigella_flexneri","0","1834","909","0","1847","687","0","3275"
"Shigella_boydii","0","462","284","0","421","251","0","317"
"Candidatus_Ishikawaella_capsulata","0","14","16","0","13","30","0","24"
"Serratia_sp._Tan611","0","89","0","0","0","110","0","151"
"Yersinia_massiliensis","0","40","0","0","36","0","0","32"
"Pectobacterium_aquaticum","0","32","0","0","39","0","0","50"
"Proteus_sp._ZN5","0","47","0","0","0","0","0","0"
"Proteus_hauseri","0","16","14","0","15","18","0","12"
"Arsenophonus_endosymbiont_of_Aleurodicus_dispersus","0","11","0","0","11","0","0","11"
"Candidatus_Carsonella_ruddii","0","21","0","0","28","0","0","31"
"Aeromonas_sp._ASNIH5","0","351","303","0","414","334","0","460"
"Aeromonas_sp._WP2-W18-CRE-05","0","527","846","0","414","803","0","737"
"Aeromonas_sp._FDAARGOS_1414","0","51","56","0","74","125","0","111"
"Acinetobacter_lactucae","0","26","0","0","17","0","0","0"
"Acinetobacter_sp._F9","0","44","0","0","0","0","0","0"
"Acinetobacter_sp._AHP123","0","27","0","0","0","0","0","0"
"Acinetobacter_sp._C16S1","0","13","0","0","0","0","0","0"
"Acinetobacter_sp._SCLZS86","0","24","0","0","22","0","0","36"
"Acinetobacter_sp._YH12138","0","34","0","0","29","0","0","0"
"Acinetobacter_sp._SH20PTE14","0","29","0","0","0","0","0","49"
"Acinetobacter_dispersus","0","313","0","0","14","12","0","25"
"Acinetobacter_oleivorans","0","40","0","0","0","0","0","0"
"Acinetobacter_portensis","0","30","0","0","0","0","0","0"
"Acinetobacter_venetianus","0","18","0","0","13","0","0","21"
"Psychrobacter_sp._G","0","43","0","0","0","0","0","91"
"Alteromonas_sp._MB-3u-76","0","73","0","0","41","0","0","0"
"Pseudoalteromonas_sp._GCY","0","43","0","0","37","43","0","32"
"Pseudoalteromonas_arctica","0","17","0","0","24","26","0","24"
"Pseudoalteromonas_lipolytica","0","90","0","0","0","0","0","0"
"Candidatus_Enterovibrio_luxaltus","0","13","0","0","11","0","0","17"
"Candidatus_Azoamicus_ciliaticola","0","11","0","0","0","0","0","0"
"Francisella_frigiditurris","0","15","12","0","23","27","0","21"
"Francisella_sp._FSC1006","0","11","0","0","0","0","0","12"
"Actinobacillus_delphinicola","0","18","0","0","0","17","0","14"
"Actinobacillus_indolicus","0","24","0","0","29","25","0","28"
"Pasteurella_atlantica","0","14","0","0","14","0","0","0"
"Gilliamella_sp._ESL0405","0","14","0","0","0","16","0","13"
"Gilliamella_sp._ESL0443","0","14","0","0","14","0","0","29"
"Gilliamella_sp._ESL0441","0","19","0","0","18","0","0","0"
"Campylobacter_sp._CCUG_57310","0","14","23","0","24","0","0","29"
"Campylobacter_hominis","0","20","0","0","19","16","0","18"
"Campylobacter_iguaniorum","0","13","0","0","15","0","0","0"
"Campylobacter_upsaliensis","0","17","0","0","0","0","0","0"
"Campylobacter_ureolyticus","0","15","0","0","13","0","0","16"
"Campylobacter_fetus","0","13","0","0","23","0","0","32"
"Helicobacter_cetorum","0","16","0","0","0","0","0","0"
"Helicobacter_mustelae","0","13","14","0","19","0","0","20"
"Helicobacter_cinaedi","0","15","0","0","46","17","0","21"
"Helicobacter_typhlonius","0","23","26","0","36","32","0","29"
"Helicobacter_enhydrae","0","11","10","0","0","0","0","13"
"Sulfurimonas_sp._SWIR-19","0","40","0","0","0","0","0","72"
"Sulfurimonas_gotlandica","0","15","0","0","15","0","0","12"
"Aliarcobacter_skirrowii","0","29","0","0","0","0","0","0"
"Aliarcobacter_cibarius","0","19","0","0","0","0","0","0"
"Aliarcobacter_butzleri","0","23","0","0","0","0","0","0"
"Arcobacter_sp._FWKO_B","0","27","0","0","29","17","0","19"
"Halarcobacter_bivalviorum","0","19","0","0","0","0","0","0"
"Halarcobacter_ebronensis","0","13","0","0","0","0","0","0"
"Sulfurospirillum_sp._UCH001","0","33","0","0","0","61","0","64"
"Sulfurospirillum_deleyianum","0","11","22","0","0","0","0","22"
"Caminibacter_mediatlanticus","0","21","30","0","56","36","0","53"
"Mycobacterium_sp._IWGMT90018-18076","0","359","0","0","528","317","0","576"
"Candidatus_Nanopelagicus_limnes","0","24","0","0","0","0","0","37"
"Bacillus_sp._JAS24-2","0","91","0","0","0","77","0","0"
"Bacillus_sp._ABP14","0","100","0","0","99","169","0","98"
"Bacillus_sp._FDAARGOS_235","0","175","0","0","0","0","0","0"
"Bacillus_anthracis","0","3184","9022","0","1033","10199","0","257"
"Bacillus_paranthracis","0","397","0","0","561","1808","0","0"
"Bacillus_tropicus","0","465","0","0","451","572","0","0"
"Bacillus_albus","0","59","74","0","66","4755","0","0"
"Bacillus_mobilis","0","84","0","0","0","314","0","0"
"Bacillus_sp._NP247","0","109","48","0","65","65","0","63"
"Bacillus_sp._COPE52","0","67","0","0","0","0","0","54"
"Bacillus_sp._N5-665","0","64","0","0","55","199","0","33"
"Bacillus_sp._N447-1","0","174","176","0","0","214","0","0"
"Bacillus_sp._SYJ","0","64","0","0","0","87","0","0"
"Bacillus_sp._ZJS3","0","38","74","0","83","413","0","54"
"Bacillus_sp._BD59S","0","28","30","0","42","80","0","36"
"Bacillus_siamensis","0","51","81","0","78","109","0","131"
"Bacillus_rugosus","0","35","148","0","63","118","0","92"
"Priestia_sp._J2","0","107","556","0","434","265","157","436"
"Geobacillus_sp._C56-T3","0","82","77","0","56","80","0","61"
"Geobacillus_sp._Y412MC52","0","59","87","0","62","92","0","86"
"Geobacillus_zalihae","0","143","0","0","112","0","0","122"
"Lysinibacillus_sp._YS11","0","62","89","0","93","109","32","111"
"Lysinibacillus_sp._ACHW1.5","0","39","48","0","0","31","0","98"
"Lysinibacillus_capsici","0","53","55","0","38","47","0","55"
"Anoxybacillus_sp._PDR2","0","106","152","0","90","119","0","137"
"Virgibacillus_sp._Bac330","0","51","37","0","37","34","0","45"
"Virgibacillus_dokdonensis","0","53","48","0","22","30","0","43"
"Paenibacillus_sp._37","0","246","0","0","0","0","206","762"
"Paenibacillus_sp._DR312","0","288","0","0","0","0","100","795"
"Paenibacillus_sp._M-152","0","139","138","0","0","241","0","197"
"Planococcus_faecalis","0","38","0","0","0","0","0","0"
"Sporosarcina_psychrophila","0","67","0","0","0","112","0","71"
"Exiguobacterium_sp._MH3","0","25","37","0","45","29","0","49"
"Gemella_haemolysans","0","27","25","0","0","29","0","27"
"Staphylococcus_delphini","0","23","0","0","0","0","0","24"
"Staphylococcus_saprophyticus","0","25","15","0","0","16","0","33"
"Staphylococcus_xylosus","0","23","15","0","0","16","0","38"
"Staphylococcus_capitis","0","32","27","0","34","0","0","51"
"Staphylococcus_arlettae","0","25","32","0","17","25","0","24"
"Staphylococcus_succinus","0","18","19","0","0","0","0","27"
"Staphylococcus_nepalensis","0","18","18","0","0","13","0","30"
"Staphylococcus_pasteuri","0","22","0","0","0","18","0","18"
"Staphylococcus_simulans","0","16","32","0","15","30","0","39"
"Staphylococcus_carnosus","0","16","19","0","0","0","0","32"
"Staphylococcus_edaphicus","0","15","0","0","13","0","0","17"
"Staphylococcus_equorum","0","33","0","0","0","0","0","0"
"Staphylococcus_muscae","0","15","0","0","19","0","0","21"
"Staphylococcus_kloosii","0","16","0","0","0","15","0","0"
"Staphylococcus_felis","0","14","17","0","19","21","0","16"
"Macrococcus_caseolyticus","0","51","54","0","39","38","0","73"
"Jeotgalicoccus_sp._ATCC_8456","0","14","0","0","0","15","0","22"
"Mammaliicoccus_lentus","0","35","34","0","0","0","0","39"
"Listeria_seeligeri","0","17","36","0","25","31","0","44"
"Limosilactobacillus_vaginalis","0","15","15","0","0","0","0","0"
"Lactobacillus_iners","0","24","0","0","0","0","0","28"
"Ligilactobacillus_acidipiscis","0","22","18","0","0","0","0","18"
"Lentilactobacillus_hilgardii","0","19","21","0","20","26","0","33"
"Leuconostoc_gelidum","0","18","13","0","14","0","0","13"
"Oenococcus_sicerae","0","15","10","0","10","0","0","16"
"Companilactobacillus_ginsenosidimutans","0","16","0","0","0","0","0","17"
"Loigolactobacillus_backii","0","31","0","0","26","0","0","25"
"Secundilactobacillus_malefermentans","0","19","16","0","0","0","0","35"
"Liquorilactobacillus_hordei","0","17","0","0","0","0","0","16"
"Fructilactobacillus_fructivorans","0","17","0","0","0","0","0","22"
"Lapidilactobacillus_dextrinicus","0","13","0","0","16","0","0","15"
"Streptococcus_pyogenes","0","46","21","0","70","90","0","436"
"Streptococcus_salivarius","0","36","55","0","48","42","0","57"
"Streptococcus_equinus","0","23","0","0","19","21","0","24"
"Streptococcus_ratti","0","14","0","0","17","11","0","19"
"Streptococcus_merionis","0","14","25","0","21","28","0","21"
"Streptococcus_canis","0","18","0","0","0","0","0","0"
"Streptococcus_mutans","0","12","30","0","0","13","0","0"
"Streptococcus_pneumoniae","0","18","0","0","0","30","0","1075"
"Lactococcus_garvieae","0","31","42","0","55","131","0","148"
"Lactococcus_taiwanensis","0","14","0","0","0","0","0","0"
"Lactococcus_allomyrinae","0","12","0","0","0","19","0","23"
"Enterococcus_cecorum","0","32","0","0","44","0","0","40"
"Enterococcus_wangshanyuanii","0","11","18","0","11","19","0","32"
"Vagococcus_fluvialis","0","25","35","0","0","30","0","32"
"Vagococcus_zengguangii","0","17","25","0","0","0","0","0"
"Tetragenococcus_koreensis","0","17","0","0","15","0","0","25"
"Jeotgalibaca_porci","0","60","39","0","27","61","0","47"
"Jeotgalibaca_sp._MA1X17-3","0","14","0","0","14","0","0","22"
"Jeotgalibaca_sp._PTS2502","0","19","0","0","0","0","0","0"
"Carnobacterium_inhibens","0","21","0","0","21","0","0","25"
"Marinilactibacillus_sp._15R","0","25","15","0","26","27","0","31"
"Aerococcus_urinaeequi","0","57","0","0","89","0","0","112"
"Aerococcus_christensenii","0","23","0","0","44","53","0","32"
"Mogibacterium_pumilum","0","22","0","0","17","0","0","27"
"Clostridium_sp._001","0","25","21","0","0","0","0","18"
"Clostridium_scatologenes","0","32","0","0","73","0","0","36"
"Crassaminicella_sp._143-21","0","30","19","0","22","15","0","20"
"Hathewaya_histolytica","0","33","0","0","23","14","0","25"
"Blautia_argi","0","43","26","0","37","28","0","39"
"Blautia_massiliensis","0","52","0","0","42","46","0","43"
"Roseburia_sp._NSJ-69","0","18","30","0","18","0","0","21"
"Cellulosilyticum_sp._WCF-2","0","25","0","0","0","0","0","0"
"[Ruminococcus]_torques","0","21","28","0","36","27","0","39"
"[Clostridium]_colinum","0","16","0","0","0","18","0","0"
"Filifactor_alocis","0","31","0","0","27","0","0","51"
"Vallitalea_guaymasensis","0","16","21","0","21","0","0","29"
"Thermoanaerobacter_mathranii","0","62","79","0","85","69","0","165"
"Caldicellulosiruptor_acetigenus","0","36","0","0","0","0","0","38"
"Megamonas_hypermegale","0","14","0","0","16","0","0","33"
"Erysipelothrix_sp._HDW6B","0","16","0","0","0","19","0","0"
"Erysipelothrix_larvae","0","24","25","0","26","17","0","23"
"Peptoniphilus_harei","0","37","35","0","20","38","0","54"
"Anaerococcus_mediterraneensis","0","39","44","0","50","38","0","75"
"Miniphocaeibacter_halophilus","0","12","0","0","0","0","0","14"
"Synechococcus_sp._A18-25c","0","103","99","0","136","140","0","213"
"Synechococcus_sp._SYN20","0","29","49","0","34","47","0","54"
"Synechococcus_sp._PCC_8807","0","65","104","0","0","0","0","0"
"Synechocystis_sp._CACIAM_05","0","78","380","0","132","114","0","131"
"Nostoc_sp._NIES-3756","0","57","693","48","143","131","0","104"
"Thermoleptolyngbya_sp._PKUAC-SCTB121","0","416","740","0","422","544","0","485"
"cyanobacterium_endosymbiont_of_Rhopalodia_gibberula","0","12","47","0","17","17","0","21"
"Mycoplasma_sp._(ex_Biomphalaria_glabrata)","0","43","69","0","0","73","0","55"
"Candidatus_Hepatoplasma_crinochetorum","0","36","0","0","0","0","0","13"
"Paracholeplasma_brassicae","0","26","15","0","36","24","0","49"
"Haploplasma_axanthum","0","28","20","0","0","0","0","16"
"Mariniplasma_anaerobium","0","17","0","0","25","0","0","0"
"Methylacidiphilum_sp._IT5","0","37","46","0","65","72","0","45"
"Chlamydia_pecorum","0","67","0","0","62","0","0","0"
"Chryseobacterium_sp._D764","0","797","0","0","0","0","0","0"
"Chryseobacterium_rhizoplanae","0","1665","0","0","0","0","0","0"
"Polaribacter_sp._BM10","0","62","0","0","0","0","0","0"
"Nonlabens_sp._SY33080","0","80","0","0","0","0","0","0"
"Olleya_sp._Bg11-27","0","90","0","0","0","0","0","0"
"Blattabacterium_sp._(Mastotermes_darwiniensis)","0","11","0","0","0","0","0","0"
"Prevotella_sp._E13-3","0","100","0","0","0","47","0","0"
"Brachyspira_pilosicoli","0","28","0","0","0","53","0","17"
"Thermotoga_profunda","0","25","22","0","15","22","0","29"
"Pseudothermotoga_thermarum","0","23","17","0","26","21","0","30"
"Thermosipho_ferrireducens","0","17","42","0","52","27","0","30"
"Thermosipho_africanus","0","37","0","0","0","0","0","36"
"Fervidobacterium_pennivorans","0","50","43","0","61","65","0","70"
"Kosmotoga_pacifica","0","23","17","0","28","30","0","38"
"Tepiditoga_spiralis","0","15","0","0","15","17","0","26"
"Thermocrinis_ruber","0","18","20","0","21","26","0","25"
"Fusobacterium_ulcerans","0","27","18","0","23","27","0","44"
"Fusobacterium_gastrosuis","0","17","0","0","0","0","0","19"
"Fusobacterium_sp._NSJ-57","0","23","0","0","29","36","0","29"
"Fusobacterium_gonidiaformans","0","15","16","0","0","21","0","14"
"Cetobacterium_somerae","0","14","0","0","15","15","0","12"
"Leptotrichia_sp._oral_taxon_212","0","21","0","0","59","52","0","23"
"Thermodesulfobacterium_geofontis","0","18","14","0","27","26","0","35"
"Caldimicrobium_thiodismutans","0","13","24","0","44","23","0","27"
"Dictyoglomus_thermophilum","0","44","85","0","88","73","0","86"
"Eremothecium_cymbalariae","0","26","0","0","16","19","0","39"
"Torulaspora_delbrueckii","0","11","0","0","12","14","0","18"
"Debaryomyces_hansenii","0","19","11","0","16","10","0","17"
"Candidatus_Liberibacter_solanacearum","0","0","15","0","0","18","0","37"
"Bartonella_clarridgeiae","0","0","25","0","22","31","0","16"
"Anaplasma_centrale","0","0","40","0","0","36","0","22"
"Rickettsia_amblyommatis","0","0","29","0","0","0","0","22"
