"","Ia7iM2MAIPOOB100245","P0ZQM2MAIPOOA100240","qU3SM2MAIPOOM070605","B7zTM2MAIPOOA070610","c5isM2MAIPOOA070615","TgLUM2MAIPOOM070620","pse1M2MAIPOOA100685","AJwcM2MAIPOOA100700"
"Catellatospora_sp._IY07-71","22640","18708","20883","2087","16166","26886","4588","25274"
"Actinocatenispora_sera","5672","5136","6896","454","6538","5543","1197","9361"
"Actinocatenispora_thailandica","5020","5139","7142","458","6568","5642","1161","9394"
"Polymorphospora_rubra","8158","8886","11886","642","9006","8688","1963","14307"
"Natronosporangium_hydrolyticum","3365","3895","4881","305","4183","4020","858","6706"
"Verrucosispora_sp._NA02020","4956","5168","6111","363","5142","4816","1081","8437"
"Salinispora_tropica","2335","2505","3200","219","2755","2430","555","4260"
"Nocardioides_sp._zg-1228","19606","17906","11510","691","7082","7361","8440","26853"
"Nocardioides_sp._G188","16305","13020","19782","979","10975","10385","9111","31951"
"Nocardioides_sp._LMS-CY","16419","14027","13241","714","8674","8022","5386","25135"
"Nocardioides_sp._S5","17961","14426","11435","676","6851","6737","7367","25473"
"Nocardioides_sp._JS614","13704","11693","13482","878","8757","8581","5248","22257"
"Nocardioides_sp._TF02-7","10594","8750","13590","635","7023","7189","3994","17814"
"Nocardioides_sp._HDW12B","10557","10162","13725","629","7423","7502","5288","21082"
"Nocardioides_sp._W7","9969","9145","9604","506","6047","5980","3844","17057"
"Nocardioides_sp._cx-173","9300","8199","9348","487","5661","5858","3960","16133"
"Nocardioides_sp._SCSIO_67246","8665","7965","9477","450","4572","5346","5233","18352"
"Nocardioides_sp._zg-579","10259","8953","10929","605","6962","6630","4255","17754"
"Nocardioides_sp._S-1144","9044","7995","9334","504","6427","6010","3483","15714"
"Nocardioides_sp._InS609-2","7432","6916","7502","345","4423","4446","3497","14014"
"Nocardioides_sp._603","7999","7001","8876","427","5275","5330","3468","14809"
"Nocardioides_sp._CF8","7726","7879","8246","466","4437","4977","4199","16112"
"Nocardioides_sp._MC1495","6669","6188","7336","419","4588","4403","3069","12821"
"Nocardioides_sp._JQ2195","5379","5075","6206","315","3574","3576","2765","10538"
"Nocardioides_sp._zg-536","5881","5210","6783","358","4371","4383","2352","10371"
"Nocardioides_sp._WS12","4455","3766","4865","253","3296","3089","1502","7449"
"Nocardioides_sp._dk884","7679","6753","8615","520","5290","5226","3252","13433"
"Nocardioides_sp._ZJ1313","7582","6558","8238","413","5279","5162","3261","13497"
"Nocardioides_sp._Kera_G14","3805","3176","4217","262","3210","2913","1358","6360"
"Nocardioides_anomalus","14075","11186","10917","604","8839","7261","3672","18577"
"Nocardioides_okcheonensis","14668","11822","10879","592","7118","6872","5805","21522"
"Nocardioides_mesophilus","11341","11421","19315","891","9673","9701","8476","28362"
"Nocardioides_cynanchi","10725","7261","8162","409","6759","4933","3151","15325"
"Nocardioides_ungokensis","10679","9980","11460","628","7460","6693","4641","20720"
"Nocardioides_euryhalodurans","9938","11451","11148","599","5774","6667","6590","22403"
"Nocardioides_dongkuii","9061","7876","9496","583","6123","5959","3550","16107"
"Nocardioides_humi","7804","7016","9044","522","6365","6215","2574","13067"
"Nocardioides_aromaticivorans","7594","6536","9005","497","6406","5947","2574","12387"
"Nocardioides_seonyuensis","6970","6137","5940","289","3585","3648","2839","11916"
"Nocardioides_rotundus","6405","5852","8072","389","4916","5043","3346","13599"
"Nocardioides_aquaticus","6010","5673","6861","377","4691","4441","2353","11602"
"Nocardioides_marinisabuli","7118","6407","8276","464","5114","5292","3091","13651"
"Nocardioides_sambongensis","5236","4849","6268","331","4092","4104","2165","9766"
"Nocardioides_dokdonensis","6038","5616","7150","366","4649","4634","2680","11879"
"Nocardioides_piscis","5079","4862","5600","323","3527","3641","2653","10767"
"Nocardioides_panacisoli","4317","3970","5379","266","3357","3465","1888","8386"
"Nocardioides_houyundeii","4520","4223","5272","248","3405","3337","2244","9486"
"Nocardioides_daphniae","3798","3675","4610","232","3203","3083","1594","7605"
"Nocardioides_jishulii","3119","3119","3561","206","2519","2605","1366","6262"
"Nocardioides_yefusunii","2090","1919","2288","147","1870","1730","856","4104"
"Nocardioides_baekrokdamisoli","1740","1582","1879","124","1539","1584","582","3295"
"Aeromicrobium_sp._Leaf245","3286","2924","3527","196","2849","3056","1085","5985"
"Aeromicrobium_sp._A1-2","2431","1874","2234","121","1806","1769","749","4005"
"Aeromicrobium_sp._zg-629","2385","2243","2876","211","2518","2389","754","4493"
"Aeromicrobium_chenweiae","3560","2867","3614","192","2994","2919","1032","6146"
"Aeromicrobium_erythreum","3359","2974","3795","233","3495","3298","1133","6038"
"Aeromicrobium_choanae","3355","3370","3487","214","3055","2995","1028","5945"
"Aeromicrobium_yanjiei","3006","2471","2989","230","2597","2590","945","5199"
"Aeromicrobium_marinum","2644","2254","2914","216","2368","2459","936","5114"
"Pimelobacter_simplex","6937","5466","7327","423","5998","5470","1832","10564"
"Marmoricola_scoriae","6639","7070","7062","372","5383","5205","3165","13417"
"Friedmanniella_luteola","4154","5153","5717","316","4803","4288","1707","11110"
"Mumia_sp._ZJ1417","3391","3429","4415","247","3533","3406","1085","6438"
"Micropruina_glycogenica","1495","1915","2101","140","2164","1943","451","3622"
"Microlunatus_sagamiharensis","3705","4303","5134","302","4549","4053","1390","9330"
"Microlunatus_sp._Gsoil_973","2495","1924","2651","133","2210","1747","637","4093"
"Microlunatus_soli","2233","2475","3175","150","2689","2269","815","5081"
"Microlunatus_phosphovorus","2175","4910","3275","173","2720","2268","1273","7318"
"Microlunatus_elymi","1879","2292","2930","163","2421","2045","718","4894"
"Tessaracoccus_sp._J1M15","1506","1677","2078","136","2167","1838","468","3319"
"Tessaracoccus_sp._MC1865","1090","1355","1543","123","1638","1487","377","2553"
"Tessaracoccus_defluvii","1933","2240","2709","207","2903","2491","578","4436"
"Tessaracoccus_aquimaris","1684","1892","2300","185","2298","1978","492","3679"
"Tessaracoccus_flavescens","1733","1885","2378","122","2393","2125","506","3742"
"Tessaracoccus_flavus","1502","1708","2102","125","2150","2071","452","3461"
"Tessaracoccus_timonensis","758","887","1130","82","1194","1088","229","1829"
"Brevilactibacter_sp._MC1595","2383","2613","3141","191","3400","2912","722","5097"
"Brevilactibacter_coleopterorum","2340","2923","3664","239","3766","3313","749","5764"
"Acidipropionibacterium_acidipropionici","1524","1720","2267","157","2348","2111","491","3635"
"Acidipropionibacterium_jensenii","1562","1725","2284","139","2300","2107","459","3685"
"Acidipropionibacterium_virtanenii","751","832","1131","71","1087","990","213","1839"
"Propionibacterium_acidifaciens","1184","1295","1873","111","1917","1637","365","2849"
"Propionibacterium_freudenreichii","1381","1973","2168","142","1930","2083","597","3568"
"Propionibacterium_australiense","833","1053","1302","85","1414","1135","278","2030"
"Auraticoccus_monumenti","2530","2917","3755","218","3195","2853","981","6235"
"Arachnia_propionica","905","1035","1325","87","1310","1200","265","2080"
"Arachnia_rubra","556","562","717","60","733","713","175","1171"
"Cutibacterium_avidum","742","934","984","70","1085","935","231","1863"
"Cutibacterium_granulosum","346","461","585","39","584","508","112","845"
"Cutibacterium_acnes","423","446","488","134","572","530","128","9144"
"Cutibacterium_modestum","166","181","214","12","215","250","45","390"
"Raineyella_fluvialis","1387","1611","2089","129","2138","1828","477","3504"
"Vaginimicrobium_propionicum","62","106","109","0","116","113","27","160"
"Kribbella_flavida","10137","6252","19114","639","11748","9485","2197","17051"
"Kribbella_qitaiheensis","7039","4176","12166","459","8268","6046","1557","12072"
"Actinopolymorpha_singaporensis","4204","3721","6898","367","4922","4449","1348","8743"
"Actinomadura_sp._NAK00032","179349","10893","29553","916","11575","11489","2949","20416"
"Actinomadura_sp._WMMA1423","15005","6194","15887","615","9057","7773","1665","14231"
"Actinomadura_sp._WMMB_499","10008","9143","14706","605","7979","7866","4638","27172"
"Actinomadura_madurae","18720","7553","38463","891","11175","17777","2180","19383"
"Actinomadura_verrucosospora","13003","7438","14306","665","10399","8707","1998","15527"
"Actinomadura_graeca","7453","4893","9999","513","7169","6312","1422","11283"
"Thermomonospora_amylolytica","5907","4977","9229","499","7292","6368","1419","11186"
"Thermomonospora_curvata","3678","3193","5378","294","4553","3880","901","6997"
"Nonomuraea_coxensis","34665","12249","23839","1012","12982","13497","2224","16685"
"Nonomuraea_gerenzanensis","25647","12233","29281","1114","13903","16756","2378","18460"
"Nonomuraea_sp._ATCC_55076","25218","12434","52078","1211","15384","17595","2353","18886"
"Nonomuraea_nitratireducens","23282","12540","29884","1114","13991","15553","2393","18095"
"Streptosporangium_roseum","9828","10024","12588","647","8797","8233","2251","44279"
"Streptosporangium_sp._'caverna'","9447","9451","10488","501","7836","7727","2043","13332"
"Thermobispora_bispora","3866","4460","6237","419","6306","5448","1053","8183"
"Nocardiopsis_sp._MT53","3201","3330","4962","330","4200","3731","841","7011"
"Nocardiopsis_sp._HDS12","1490","1613","2017","140","1980","2028","475","4598"
"Nocardiopsis_gilva","2328","2404","3375","189","3025","2819","645","4893"
"Nocardiopsis_alba","1736","1673","2212","128","2030","1815","664","3652"
"Nocardiopsis_dassonvillei","2949","2777","4531","304","4283","3730","2264","22502"
"Thermobifida_halotolerans","2087","2148","3067","174","2538","2593","557","4489"
"Thermobifida_alba","2118","2753","2918","182","2689","2481","543","5056"
"Thermobifida_fusca","1033","2815","1304","86","1270","1192","307","2606"
"Streptomonospora_litoralis","2528","2581","3955","268","3539","3204","754","5726"
"Spiractinospora_alimapuensis","1552","1679","2355","142","2139","1948","470","3687"
"Amycolatopsis_sp._Hca4","9798","8388","11910","491","12087","8014","1810","12680"
"Amycolatopsis_sp._WQ_127309","7327","6705","11450","514","9704","8233","1640","11698"
"Amycolatopsis_sp._DSM_110486","6863","7459","9947","503","7599","7582","1773","12810"
"Amycolatopsis_sp._FDAARGOS_1241","5383","5516","8955","457","7015","6326","1399","10866"
"Amycolatopsis_sp._CA-230715","4583","4585","7823","377","6203","5384","1201","8568"
"Amycolatopsis_sp._YIM_10","4663","4827","9723","379","5806","6190","1251","9681"
"Amycolatopsis_sp._FU40","3493","3773","5806","305","4914","4219","936","7086"
"Amycolatopsis_sp._AA4","3233","3363","5340","273","4435","3843","905","6653"
"Amycolatopsis_sp._BJA-103","2754","2923","4329","236","3388","3195","763","6126"
"Amycolatopsis_sp._TNS106","2435","2633","4192","190","3122","2944","840","5631"
"Amycolatopsis_sp._EV170708-02-1","2358","2536","4284","250","2955","2978","745","5523"
"Amycolatopsis_mediterranei","17229","10507","14460","251","21991","10307","2223","17180"
"Amycolatopsis_pretoriensis","7923","5556","10549","436","9692","7564","1314","10613"
"Amycolatopsis_acidiphila","5220","5586","9485","495","7281","6348","1485","11632"
"Amycolatopsis_keratiniphila","3407","3619","6690","337","4382","4499","1002","7791"
"Amycolatopsis_japonica","2089","2080","3232","199","2427","2475","643","4630"
"Amycolatopsis_thermalba","4637","4806","13709","400","6210","5630","1494","9948"
"Amycolatopsis_albispora","5124","5511","9792","451","6540","6279","1461","10806"
"Amycolatopsis_methanolica","4389","4769","34879","389","6658","5537","1353","9640"
"Amycolatopsis_aidingensis","2936","3118","5384","284","4050","3524","869","6424"
"Amycolatopsis_orientalis","2796","3227","4484","260","3625","3473","795","6439"
"Pseudonocardia_sp._DSM_110487","22356","23404","143248","4690","17566","27476","8721","57277"
"Pseudonocardia_sp._CGMCC_4.1532","9575","11867","15786","697","8875","8168","3985","25911"
"Pseudonocardia_sp._HH130630-07","4937","6318","8586","561","5576","5019","2158","13692"
"Pseudonocardia_sp._AL041005-10","4266","5350","6912","505","5320","5093","1670","11330"
"Pseudonocardia_sp._HH130629-09","3809","4568","5999","418","4616","3984","1549","9725"
"Pseudonocardia_sp._EC080625-04","2000","3374","4008","0","3260","1392","2091","8408"
"Pseudonocardia_sp._EC080610-09","1427","1061","1754","0","1685","1390","0","3249"
"Pseudonocardia_sp._EC080619-01","3008","3336","3776","0","0","2978","0","6079"
"Pseudonocardia_broussonetiae","11859","14805","19180","875","10233","10090","4692","32079"
"Pseudonocardia_dioxanivorans","10849","13921","17358","834","11172","10599","4434","29929"
"Pseudonocardia_abyssalis","6804","8540","11152","607","6446","6451","2782","18833"
"Pseudonocardia_autotrophica","5556","6774","8303","428","5793","5444","2127","14390"
"Saccharothrix_syringae","7417","7686","14897","714","10200","9420","1922","14971"
"Saccharothrix_sp._6-C","6661","7316","26634","674","11428","10726","2433","13647"
"Saccharothrix_espanaensis","5376","6075","11595","453","7390","6746","1533","11585"
"Saccharopolyspora_erythraea","7313","7385","14296","650","10283","8913","2916","18218"
"Saccharopolyspora_gregorii","2876","4058","4820","273","3538","3423","1785","10113"
"Saccharopolyspora_spinosa","2028","2194","4600","191","3206","2521","815","5122"
"Saccharopolyspora_pogona","2197","2426","4330","227","3005","2495","762","5696"
"Saccharopolyspora_sp._ASAGF58","1587","1693","3442","162","2276","2083","644","4041"
"Lentzea_guizhouensis","13928","22523","24579","1843","12270","21461","4288","30283"
"Saccharomonospora_marina","2644","2890","4555","274","3443","3257","799","5916"
"Saccharomonospora_azurea","2490","2581","3427","198","2765","2562","631","4800"
"Saccharomonospora_viridis","2190","3771","1907","98","1503","1341","391","6231"
"Saccharomonospora_cyanea","1940","2203","10602","250","2545","2538","637","4387"
"Saccharomonospora_xinjiangensis","1545","1527","2554","131","1863","1830","431","3356"
"Saccharomonospora_glauca","1511","1656","2486","136","1993","1888","470","3261"
"Kutzneria_sp._CA-103260","5831","6179","9424","465","8239","7232","1641","12711"
"Kutzneria_albida","4438","4592","7279","370","5869","5309","1299","9822"
"Allokutzneria_albata","6779","5050","9026","527","8200","8333","1268","13891"
"Actinosynnema_pretiosum","4840","4984","7970","394","6696","6144","1293","9867"
"Actinosynnema_mirum","1666","2210","3058","135","2233","2271","419","3734"
"Actinoalloteichus_hoggarensis","1888","2102","3074","286","2573","2294","610","4090"
"Actinoalloteichus_hymeniacidonis","1496","1790","2356","171","1961","1783","404","3225"
"Actinoalloteichus_sp._GBA129-24","1314","1156","1670","0","1476","1302","313","2342"
"Actinoalloteichus_fjordicus","849","1240","1743","0","1300","1331","260","2276"
"Kibdelosporangium_phytohabitans","4847","4592","16473","408","6310","8350","1313","14038"
"Alloactinosynnema_sp._L-07","3719","4119","8444","360","5327","5174","1059","7888"
"Prauserella_marina","1958","2169","3206","175","2685","2527","530","4143"
"Allosaccharopolyspora_coralli","1822","1904","2894","129","2451","2156","627","4181"
"Blastococcus_sp._PRF04-17","40054","37765","29545","1045","11127","12266","18026","93890"
"Blastococcus_saxobsidens","28997","24020","20490","767","9062","9064","12135","65269"
"Geodermatophilus_obscurus","52331","30964","29818","1140","11585","12533","23821","203567"
"Modestobacter_marinus","32027","19141","17623","755","9824","8867","9175","52906"
"Modestobacter_sp._L9-4","18144","11709","11171","491","6345","5817","5422","32063"
"Actinomyces_sp._oral_taxon_414","861","937","1291","92","1364","1187","213","1958"
"Actinomyces_sp._MAS-1","610","725","906","69","923","897","182","1418"
"Actinomyces_sp._Z16","616","627","807","48","778","827","166","1350"
"Actinomyces_sp._Chiba101","550","641","666","49","823","769","146","1274"
"Actinomyces_sp._432","448","480","624","35","574","603","124","904"
"Actinomyces_sp._oral_taxon_171","341","414","459","27","496","507","94","793"
"Actinomyces_sp._oral_taxon_169","257","280","372","0","403","426","88","725"
"Actinomyces_sp._HMT897","306","347","473","0","481","382","64","714"
"Actinomyces_sp._HMT_175","347","366","454","0","485","374","76","811"
