"","SRR25582257","SRR25582262","SRR25582261","SRR25582258","SRR25582263","SRR25582255","SRR25582259","SRR25582254","SRR25582260","SRR25582256","SRR8921820","SRR8921819","SRR8921825","SRR8921818","SRR8921821"
"2956645",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2956660",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2956664",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2956670",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2956685",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2956686",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2956695",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"2956698",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"2956699",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2956704",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"2961988",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2964607",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2964608",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2968613",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2968677",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2969106",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2969598",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2970490",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2970745",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"297254",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2974257",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2975373",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2976943",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2976944",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2976977",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2978125",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2981351",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2982892",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2984845",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2985571",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2986826",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2986828",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2989771",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2999280",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3003233",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3003366",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3017831",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3018991",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3020045",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3025408",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3044568",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3044672",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3045840",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3045953",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3046277",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047348",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3047362",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047372",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047375",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3047383",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3047385",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047386",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047388",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3047677",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3047688",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047702",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047704",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3047710",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047729",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047743",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3047755",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047762",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3047764",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047779",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3047789",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047800",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3047801",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047810",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3047813",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047828",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3047832",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047845",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047861",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047949",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3047953",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3047962",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3047964",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3047966",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3048151",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048165",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3048166",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048186",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048193",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3048194",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048196",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"3048197",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"3048204",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048218",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048221",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048222",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048235",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3048239",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"3048260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048266",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"3048268",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048291",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"3048305",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3048313",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3048335",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"3048337",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"3048366",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3048376",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048402",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048421",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3048424",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048429",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048446",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3048452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048453",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3048454",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3050134",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3050247",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"3050248",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"3050250",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3050257",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"3050284",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3050297",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3050339",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"3050340",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"3050341",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3051115",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3051375",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3051403",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3051615",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3051974",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3051986",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"3051991",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3051998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3052032",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052033",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052050",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3052119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052140",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3052144",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052187",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3052203",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052206",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"3052207",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052229",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052230",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052236",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3052260",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052262",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3052265",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052268",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052284",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052305",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052309",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052333",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052351",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052356",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052358",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3052370",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"3052372",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052376",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052379",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052380",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052399",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052424",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052431",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052439",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3052443",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052451",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052456",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052458",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3052459",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052464",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052466",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"3052474",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052477",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052482",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052484",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3052495",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052505",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052508",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052510",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3052511",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052518",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052519",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052526",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"3052528",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052530",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052531",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052532",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052541",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052544",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052548",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052558",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052559",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052565",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3052566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052571",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052587",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052594",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3052599",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052606",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052609",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052624",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052625",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052638",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052655",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052672",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3052684",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3052718",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3052743",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052745",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052755",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3052770",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3052802",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3052811",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"3052822",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3052830",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3053609",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3059729",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3060036",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3060048",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3060510",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3060549",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3060633",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3060744",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3068306",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3073964",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"3074092",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3075582",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3075584",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"308912",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"310749",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31535",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"315953",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"317027",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"31713",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31757",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"320840",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"320841",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32629",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"326941",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"329254",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"329381",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"330398",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"333361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"333919",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"334203",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"334207",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"334208",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"335187",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"337050",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"33765",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"338473",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"344022",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"345195",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"346881",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"346882",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"346884",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"347215",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"347324",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"347482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"349681",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"351495",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"35258",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35285",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35290",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"35350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"35612",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35772",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"35794",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"362693",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362830",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"36427",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"365591",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"367121",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"369752",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3708",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"37105",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37127",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"37206",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"373126",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"373212",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"373408",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"375919",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"37733",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"378212",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38312",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"389480",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"390844",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"394239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39720",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399185",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399314",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"40050",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"40053",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40057",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40067",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"40270",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"40272",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40631",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"406340",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"41459",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"41460",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"41674",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"417192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"41763",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"425386",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"426756",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"43764",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"438482",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"438780",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"438782",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"439014",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"446041",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"447171",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"447909",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"452802",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"452804",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"460364",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"463676",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"469812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"470314",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"479058",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"484895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48543",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"497299",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"499",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"500654",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"502352",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"503388",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"505292",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"507476",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51330",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"515575",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"51637",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"51673",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"51676",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"524023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"52979",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"52996",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53182",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"536079",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"53988",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"540070",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"542837",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"545123",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"545259",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"546184",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"547144",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"548687",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"548688",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"548689",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"552509",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"554131",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"558690",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"56094",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"563123",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"572290",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"573173",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"573241",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"57747",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"578305",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"58172",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"591487",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"59300",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"599",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"619518",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"631267",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632112",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"633417",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"64003",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"642926",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"643132",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"644007",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"648691",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"656190",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"657334",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"657339",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"661",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"665097",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"67082",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"671267",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"672794",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"674953",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"675077",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"678",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"678600",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"680287",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"683735",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"685506",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"687351",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"68887",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"691956",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"691961",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"693629",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"693998",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694014",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
